offense_team_name,defense_team_name,season,week,play_uuid,game_id,drive_uuid,play_game_index,play_drive_index,play_quarter,play_quarter_clock_remaining,play_clock_paused,play_start_event_index,play_end_event_index,play_offense_team_id,play_defense_team_id,play_offense_is_home_team,play_down,play_yards_to_go,play_yardline,play_start_position,play_home_score,play_away_score,play_home_timeouts_remaining,play_away_timeouts_remaining,play_box_players,play_defensive_back_depths,play_linebacker_depths,play_shotgun,play_pre_snap_motion,play_snap_hurried,play_success,play_first_down_won,play_touchdown_won,play_yards_net,play_points_won,play_type,play_included_fake,play_qb_pressure,play_qb_hit,play_qb_sacked,play_pass_yards_air,play_pass_yards_after_catch,play_pass_outcome,play_pass_dropped,play_pass_intercepted,play_pass_interception_dropped,play_time_to_pass,play_pass_batted,play_yards_run,play_penalty_yards,play_penalty_first_down,play_penalty_down_loss,play_penalty_offset,play_return_yards,play_field_goal_result,play_extra_point_result,play_kick_yards,play_kick_hangtime,play_kick_blocked,play_kick_fair_catch,play_kick_downed,play_fumbled,play_fumble_forced,play_fumble_lost,play_fumble_out_of_bounds,play_challenged,play_action_pass,play_points_lost,play_start_position_yards,play_penalty_types,play_explosive,play_offensive_personnel,play_defensive_personnel,play_turnover_type,play_offense_penalty_accepted,play_defense_penalty_accepted,play_offense_flagged,play_defense_flagged,play_tackle_success,play_lateral_success,play_yards_gained,play_epoch_uuid,play_offense_players_left,play_offense_players_right,play_snap_y,play_down_negated,play_point_of_attack_y,play_point_of_attack_dy,play_pocket_front_x,play_pocket_back_x,play_pocket_left_y,play_pocket_right_y,play_qb_exit_pocket_x,play_qb_exit_pocket_y,play_qb_exit_pocket_clock,play_run_gap,play_qb_dropback_depth,play_run_behind_1,play_run_behind_2,play_run_at,play_receiver_screen_pass,play_derived_pressure_gaps,play_pass_air_yards_to_the_sticks,play_pass_within_pocket,play_designed_pass,play_qb_rush,play_pass_thrownaway,play_formation_into_boundary,play_blitz,play_simulated_pressure,play_drop_eight,play_pass_comp_prob,play_catch_prob_with_placement,play_catch_prob_without_placement,play_initial_formation_run_strength,play_initial_formation_pass_strength,play_initial_formation_snap_side,play_initial_formation_fib,play_formation_run_strength,play_formation_pass_strength,play_formation_fib,play_pass_location,play_initial_formation,play_formation,play_punt_snap_time,play_punt_operation_time,play_punt_hang_time,play_net_punt_yards,play_gross_punt_yards,play_punt_roll_yards,play_punt_air_yards,play_punt_return_yards,play_punt_block_point_x,play_punt_block_point_y,play_punt_outcome,play_kickoff_x,play_kickoff_y,play_kickoff_land_x,play_kickoff_land_y,play_kickoff_outcome,play_kick_hang_time,play_kickoff_return_yards,play_kickoff_return_chunk,play_kickoff_return_explosive,play_fg_snap_time,play_fg_operation_time,play_fg_attempted,play_fg_made,play_fg_kick_blocked,play_fg_length,play_xp_snap_time,play_xp_operation_time,play_xp_attempted,play_xp_made,play_xp_kick_blocked,play_motion_type,play_havoc,play_qb_scramble,play_contested_catch_attempt,play_pass_made,play_yards_after_contact,play_target_separation,play_pass_placement_displacement,play_tackle_types,play_catch_separation,play_handoff_received
Michigan Wolverines,Nebraska Cornhuskers,2022/2023,Week 11,dd30f1db-feaf-48aa-9a44-51c09bcf1c3f,1501284,f0020048-43c5-46dc-9ffa-a3c0a4125e2a,126,4,4,677000,TRUE,5513,5566,1001467,1500004,TRUE,1,10,53.25,right,24,3,2,3,6,"{5.330715541680455,11.119367687636867,3.4850151389491586,4.393653917428466,1.403881867587998}","{4.215498547671373,0.6584345032141812}",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,13.8,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,20,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.036666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,13.8,1bebe226-1739-4a67-aa90-6ad02e9edfda,4,0,33.70333333,FALSE,NA,NA,53.1,43.1,31.75523037,44.35661274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,Y,NA,NA,UNB Twins Pair Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,4.34,NA,NA,"{""Assisted - Missed"",""Solo assisted - Success""}",NA,NA
Michigan Wolverines,Nebraska Cornhuskers,2022/2023,Week 11,2bdc9223-b55c-4ba8-b874-4607b5eb6bbf,1501284,f0020048-43c5-46dc-9ffa-a3c0a4125e2a,127,5,4,635000,TRUE,5567,5618,1001467,1500004,TRUE,1,10,67.05,left,24,3,2,3,7,"{1.1351518421721352,3.6007649207571717,3.2069027132578896,6.466445292980794,0.6441540399401902}","{0.6637377909071205,4.220628222071028}",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4.18,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,8.99,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-6.913333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,4.18,43f887cc-eefd-49a6-aeee-580f3cfb3b29,2,2,19.67333333,FALSE,17.53484164,-2.138491689,67.05,57.05,18.30109092,23.77878319,NA,NA,NA,Left B Gap,NA,1028019,1028025,1502886,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,R,X,NA,NA,Doubles Wing Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,2.63,NA,NA,"{""Solo - Success"",""Solo - Missed""}",NA,NA
Michigan Wolverines,Nebraska Cornhuskers,2022/2023,Week 11,0ab75225-3182-45a6-bc85-d9c0029f878a,1501284,f0020048-43c5-46dc-9ffa-a3c0a4125e2a,128,6,4,595000,TRUE,5619,5699,1001467,1500004,TRUE,2,5.82,71.23,left,24,3,2,3,8,"{3.093860310637311,3.2257339147820687,7.318025966128118}","{4.311261988435021,0.8154916176168712}",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,28.77,6,Pass,TRUE,TRUE,FALSE,FALSE,4.65,24.12,TRUE,FALSE,FALSE,FALSE,3.624049,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,-7.073333333,{},TRUE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 3, ""DL"": 5, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,TRUE,NA,28.77,defaea0e-18f9-40c5-b932-10cae8496174,2,2,19.75333333,FALSE,NA,NA,71.23,61.23,18.48499007,26.44382397,61.20169178,24.360044,592199,NA,NA,NA,NA,NA,NA,"{""Right Open C Gap""}",-1.17,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,0.713975549,0.887090325,0.814350486,NA,NA,NA,NA,L,R,X,Right,NA,Twins Pair Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,23.5,3.252744827,0.279993518,"{""Solo - Success"",""Solo - Missed"",""Solo - Missed""}",1.981736844,NA
Michigan Wolverines,Nebraska Cornhuskers,2022/2023,Week 11,c1ccf35f-f947-4219-9f0b-489ae325ecf9,1501284,f0020048-43c5-46dc-9ffa-a3c0a4125e2a,129,7,4,579000,TRUE,5698,5698,1001467,1500004,TRUE,NA,NA,100,NA,30,3,2,3,0,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,0,0,No Play: Stoppage (Other),FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
Michigan Wolverines,Nebraska Cornhuskers,2022/2023,Week 11,a29220f4-7ffb-4401-9f13-f80b011517b6,1501284,f0020048-43c5-46dc-9ffa-a3c0a4125e2a,130,8,4,579000,TRUE,5700,5704,1001467,1500004,TRUE,NA,NA,97.27,center,30,3,2,3,0,{},{},TRUE,FALSE,TRUE,NA,FALSE,FALSE,0,1,Extra Point,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,Success,20.63,1.156389,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0.526666667,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,0,NA,NA,NA,27.50333333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579227,1.429976,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,131,1,4,579000,TRUE,5707,5715,1500004,1001467,FALSE,NA,NA,64.88,NA,31,3,2,3,0,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,0,Kickoff,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,18.91,NA,NA,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.88,31.72,1.8,35.6,Return,3.993238,18.91,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""Assisted - Success"",""Solo assisted - Success""}",NA,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,43fd1d26-373b-4ef5-a6e0-1f10695b77a5,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,132,2,4,573000,TRUE,5716,5747,1500004,1001467,FALSE,1,10,20.71,left,31,3,2,3,6,"{2.2184340149998505,10.726658159151192,11.41793850417291,3.1257768726473074,8.024514536245967}","{4.965509642286747,4.689452816967766}",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8.15,0,Pass,FALSE,NA,FALSE,FALSE,5.27,2.88,TRUE,FALSE,FALSE,FALSE,1.914753,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-4.096666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,8.15,25b71f04-f61b-40aa-b934-454d860a31bb,1,3,22.57,FALSE,NA,NA,20.86,10.86,18.34685572,25.27072489,NA,NA,NA,NA,5.844081733,NA,NA,NA,NA,NA,-4.73,TRUE,NA,NA,FALSE,FALSE,NA,TRUE,NA,0.553463697,0.889973462,0.813230753,NA,NA,NA,NA,R,R,Y,In,NA,Trey Right H on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,2.57,1.600796432,0.183202456,"{""Solo - Success""}",2.027984032,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,d93e7c20-6332-4fca-8e03-e77fa35d78e8,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,133,3,4,539000,TRUE,5748,5791,1500004,1001467,FALSE,2,1.85,28.86,right,31,3,2,3,6,"{2.1625778166795087,9.032576535013611,5.979850739398998,3.701082529428959,8.323779058835242}","{4.761408609811923,4.211242501310608}",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.53,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,6.43,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,6.913333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,1.53,ca3b7c95-7263-4c0a-8a99-05b8851e0f8f,1,3,33.5,FALSE,NA,NA,28.77,18.77,29.86498627,36.5601566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,Y,NA,NA,Triple Bunch Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,1,NA,NA,"{""Solo - Success""}",NA,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,9670dfee-18c4-4fe3-8788-8a8d6f1928d5,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,134,4,4,510000,TRUE,5792,5840,1500004,1001467,FALSE,3,0.32,30.39,right,31,3,2,3,7,"{2.2334856523867472,5.4132596388888885,4.4429141002585055,4.900103152122789,8.008632073942998}",{1.6836774111213018},TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.64,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,4.59,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,6.913333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 5, ""LB"": 1}",NA,NA,NA,FALSE,FALSE,TRUE,NA,0.64,55362f81-29ef-41ad-ad4e-b5c8c6b9c538,3,1,33.56,FALSE,34.83184371,1.27184371,30.47,20.47,29.26399891,36.55219695,NA,NA,NA,Right A Gap,NA,1501783,1501881,1505001,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,L,X,NA,NA,Trips Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,1.64,NA,NA,"{""Assisted - Success"",""Solo assisted - Success""}",NA,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,0be00026-8722-458f-bc6f-b1f8a25e2e38,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,135,5,4,467000,TRUE,5841,5879,1500004,1001467,FALSE,4,10,31.03,right,31,3,2,3,10,"{0.9643774537003935,3.4572398097761408,0.5103619017785945,6.010986587257463}","{0.9915748783504483,3.439331242804762}",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,-0.25,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,-0.25,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,6.763333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 5, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,-0.25,fb873e0b-fa92-4252-97dd-e2dcd10e08d4,2,2,33.58,FALSE,NA,NA,30.94,20.94,30.91660541,35.61417114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,O,NA,NA,Jumbo Wings Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,-0.31,NA,NA,"{""Solo - Success""}",NA,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,6466ebd4-a42e-43ca-a879-cd86376fe210,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,136,6,4,466000,TRUE,5880,5940,1500004,1001467,FALSE,1,10.25,30.78,right,31,3,2,3,7,"{2.4802037497644704,9.390787960911474,11.68178067937977,1.7554553329503264}","{5.272936201583832,4.946373259519909}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-3.87,0,Pass,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.073333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 5, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,-3.87,8d9f3716-3cce-41e8-9e75-9963c68c0871,2,2,33.74,FALSE,NA,NA,30.94,20.94,29.54605944,36.57724986,NA,NA,NA,NA,6.993661934,NA,NA,NA,NA,"{""Right B Gap""}",NA,NA,TRUE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,O,NA,NA,Ace Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,"{""Solo - Success""}",NA,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,158785b6-5c7f-486f-bc0d-6af24bd68381,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,137,7,4,415000,TRUE,5941,5980,1500004,1001467,FALSE,2,14.12,26.91,right,31,3,2,3,5,"{5.663521998015199,4.205267026057129,11.320188801934776,10.832414066247829,7.756088986525114}","{3.9409127302650404,4.969274307613077}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-3.11,0,Pass,FALSE,NA,FALSE,FALSE,-2.95,-0.16,TRUE,FALSE,FALSE,FALSE,1.494896,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5.523333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,NA,NA,-3.11,004134c4-07a7-4ff4-9f2d-44520fd1e412,3,1,31.88,FALSE,NA,NA,27.06,17.06,28.94850789,35.21341033,NA,NA,NA,NA,5.520072871,NA,NA,NA,TRUE,NA,-17.07,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,0.90212369,0.902243316,0.939575374,NA,NA,NA,NA,R,L,X,In,NA,Trips Right H on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,6.155641259,0.963318068,{},4.296880014,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,87f2b903-e195-491f-b866-0a678aa0d17a,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,138,8,4,372000,TRUE,5981,6045,1500004,1001467,FALSE,3,17.23,23.8,left,31,3,2,3,6,"{7.300395201263122,11.109914854214836,12.997056596004455,5.9549839048624875,8.629180716577594}","{5.872990601015189,5.108059427343591}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.09,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,5.73,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-7.036666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,1.09,4fa51cbf-e90d-46fa-89c9-c00246a93a65,0,3,19.47,FALSE,NA,NA,23.8,13.8,16.892394,23.61915976,25.40426213,21.65527024,367058,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,Y,NA,NA,UNB Twins Right Z on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"{""Assisted - Missed"",""Solo assisted - Success""}",NA,NA
Nebraska Cornhuskers,Michigan Wolverines,2022/2023,Week 11,fd3ad1fa-c28f-42a5-ac5e-eb310305d0a3,1501284,b73d36fb-b13c-4f60-a93d-01d2e3d687d0,139,9,4,363000,TRUE,6046,6054,1500004,1001467,FALSE,4,16.14,24.89,left,31,3,2,3,0,{},{},TRUE,FALSE,TRUE,NA,FALSE,FALSE,42.31,0,Punt,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,-0.61,NA,NA,42.92,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-5.336666667,{},NA,NA,NA,Turnover from Punt,NA,NA,FALSE,FALSE,TRUE,NA,42.31,NA,NA,NA,21.33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871288,2.137521,3.975624,42.92,42.31,NA,42.31,-0.61,10.07,-1.55,Return,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
Michigan Wolverines,Nebraska Cornhuskers,2022/2023,Week 11,44ce0621-e89f-4624-bdf4-28721497edc9,1501284,44ce0621-e89f-4624-bdf4-28721497edc9,140,1,4,352000,TRUE,6057,6113,1001467,1500004,TRUE,1,10,32.19,right,31,3,2,3,8,"{1.7988725881611174,13.988111799866985,4.179969201104456,1.2012382353444906}","{0.5481887680166722,0.6521038684883109}",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,9.59,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,15.19,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.196666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 5, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,9.59,aaf8eaae-91ac-4ec4-a570-7289773b0a62,NA,NA,33.94333333,FALSE,37.45350854,3.510175203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,10.23,NA,NA,"{""Solo - Success"",""Solo - Missed""}",NA,NA
Michigan Wolverines,Nebraska Cornhuskers,2022/2023,Week 11,12feddfb-096f-4595-9074-ad4f7f13cf87,1501284,44ce0621-e89f-4624-bdf4-28721497edc9,141,2,4,320000,TRUE,6114,6162,1001467,1500004,TRUE,2,0.41,41.78,right,31,3,2,3,6,"{0.8109725922485183,10.367903116354476,5.227687211869096}","{0.8001025448284906,4.244198020185934,1.3566344691619605}",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4.3,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,9.41,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.196666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 4, ""DL"": 4, ""LB"": 3}",NA,NA,NA,FALSE,FALSE,TRUE,NA,4.3,63440b75-370f-4244-9d78-52726f4883a2,NA,NA,34.17333333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3.06,NA,NA,"{""Solo assisted - Success"",""Assisted - Success""}",NA,NA
